GoogleListedManufacturer,GoogleListedModel,Status,CertifiedSinceVersion,EndOfSupport,DeviceManufacturerPattern,DeviceModelPattern,DeviceManufacturerPatternConfirmed,DeviceModelPatternConfirmed,Comments
Lenovo,Lenovo ThinkCentre M73z,Certified,103,2026,LENOVO,"10BB*,10BC*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre M75n,Certified,103,2030,,,FALSE,FALSE,
Lenovo,Lenovo ThinkCentre M75q Gen 2,Certified,122,2030,LENOVO,"11JJ*,11JK*,11JL*,11JM*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre M78,Certified,103,2025,LENOVO,"10BN*,10BQ*,10BR*,10BS*,10BT*,10BU*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre M800,Certified,103,2027,LENOVO,"10FV*,10FW*,10FX*,10FY*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo Thinkcentre M800Z,Certified,103,2027,LENOVO,"10ET*,10EU*,10EV*,10EW*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre M80q Gen 2,Certified,115,2028,,,FALSE,FALSE,
Lenovo,Lenovo ThinkCentre M80q Gen 3,Certified,116,2030,LENOVO,"11U1*,11U2*,11U3*,11U4*,11XH*,11XJ*,11XK*,11XL*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre M81,Decertified,103,2024,,,FALSE,FALSE,
Lenovo,Lenovo ThinkCentre M810z,Certified,103,2027,LENOVO,"10NX*,10NY*,10Q0*,10Q1*,10Q2*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre M82,Certified,103,2025,LENOVO,"Starts with 2697*,2929*,3302*,3392*,3391*,2698*,2750*,2742*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre M83,Certified,103,2026,LENOVO,"10AG*,10AH*,10AJ*,10AK*,10AL*,10AM*,10AN*,10BE*,10E8*,10E9*,10EA*,10EB*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre M900,Certified,103,2027,LENOVO,"10FC*,10FD*,10FG*,10FH*,10FL*,10FM*,10FR*,10FS*,10ND*,10NE*,10NF*,10NG*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre M90n IoT,Certified,103,2028,,,FALSE,FALSE,
Lenovo,Lenovo ThinkCentre M90n Nano,Certified,113,2028,,,FALSE,FALSE,
Lenovo,Lenovo Thinkcentre M910q,Certified,110,2027,LENOVO,"10MU*,10MV*,10MW*,10MX*,10QN*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre M91p,Decertified,103,2024,,,FALSE,FALSE,
Lenovo,Lenovo ThinkCentre M920q,Certified,103,2028,LENOVO,"10RR*,10RS*,10RT*,10RU*,10SY*,10UH*,10T1*,10T2*,10V8*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre M92p,Certified,103,2025,,,FALSE,FALSE,
Lenovo,Lenovo ThinkCentre M93p,Certified,103,2026,LENOVO,"10A6*,10A7*,10A8*,10A9*,10AA*,10AB*,10DH*,10DJ*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkCentre Neo 50a Gen 5,Certified,132,2032,LENOVO,"12SA*,12SB*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad 11e G1,Certified,103,2026,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad 11e G2,Certified,103,2027,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad 11e G3,Certified,103,2027,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad 11e G4,Certified,103,2028,LENOVO,"20HT*,20HV*,20HX*,20J0*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad 11e G5,Certified,103,2028,LENOVO,"20LR*,20LQ*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E14 Gen 1,Certified,103,2028,LENOVO,"20RA*,20RB*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E14 Gen 2,Certified,103,2030,LENOVO,"20TA*,20TB*,20TC*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E14 Gen 4,Certified,122,2030,LENOVO,"21E3*,21E4*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E14 Gen 5 (AMD),Certified,132,2032,LENOVO,"21JR*,21JS*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E15,Certified,103,2028,LENOVO,"20RD*,20RE*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E440,Certified,103,2027,LENOVO,20C5*,FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E450,Certified,103,2027,LENOVO,"20DC*,20DD*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E480,Certified,103,2028,LENOVO,"20KN*,20KQ*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E495,Certified,119,2030,LENOVO,20NE*,FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E531,Certified,103,2025,LENOVO,"6885*,6887*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E550,Certified,103,2027,LENOVO,"20DF*,20DG*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad E560,Certified,103,2027,LENOVO,"20EV*,20EW*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad Edge E430,Certified,103,2025,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad Edge E530,Certified,103,2025,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad L13 Gen 2,Certified,126,2030,LENOVO,"20VH*,20VJ*,20VM*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L14 Gen 1,Certified,121,2028,LENOVO,"20U1*,20U2*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L15 Gen 3 (AMD),Certified,127,2031,LENOVO,"21C7*,21C8*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L15 Gen 4 (AMD),Certified,126,2031,LENOVO,"21H7*,21H8*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L380,Certified,118,2028,LENOVO,"20M5*,20M6*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L390,Certified,131,2028,LENOVO,"20NR*,20NS*,20NV*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L420,Decertified,103,2024,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad L430,Certified,104,2025,LENOVO,"2464*,2465*,2466*,2468*,2469*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L440,Certified,104,2026,LENOVO,"20AS*,20AT*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L460,Certified,103,2027,LENOVO,"20FU*,20FV*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L470,Certified,127,2028,LENOVO,"20J4*,20J5*,20JU*,20JV*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L480,Certified,103,2028,LENOVO,"20LS*,20LT*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L490,Certified,121,2028,LENOVO,"20Q5*,20Q6*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L570,Certified,122,2027,LENOVO,"20J8*,20J9*,20JQ*,20JR*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L580,Certified,126,2028,LENOVO,"20LW*,20LX*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad L590,Certified,126,2028,LENOVO,"20Q7*,20Q8*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T14 G4,Certified,128,2032,LENOVO,"21HD*,21HE*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T14 Gen 1 (Intel),Certified,103,2028,LENOVO,"20S0*,20S1*,20S2*,20S3*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T14 Gen 2 (AMD),Certified,125,2030,LENOVO,"20XK*,20XL*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T14 Gen 2 (Intel),Certified,125,2030,LENOVO,"20W0*,20W1*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T14s Gen 1 (AMD),Certified,103,2030,LENOVO,"20UH*,20UJ*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T15 Gen 2,Certified,107,2030,LENOVO,"20W4*,20W5*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T420,Decertified,103,2024,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad T430,Certified,103,2025,LENOVO,"2347*,2342*,2344*,2345*,2349*,2350*,2351*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T430u,Certified,103,2025,LENOVO,"3351*,6273*,8614*,3352*,3353*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T440p,Certified,103,2026,LENOVO,"20AN*,20AW*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo Thinkpad T450,Certified,103,2027,LENOVO,"20BU*,20BV*,20DJ*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T460,Certified,103,2027,LENOVO,"20FM*,20FN*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T470,Certified,123,2028,LENOVO,"20HD*,20HE*,20JM*,20JN*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T470s,Certified,103,2028,LENOVO,"20HF*,20HG*,20JS*,20JT*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T480,Certified,103,2028,LENOVO,"20L5*,20L6*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T490,Certified,103,2028,LENOVO,"20N2*,20N3*,20RX*,20RY*,20Q9*,20QH*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T530,Certified,103,2025,,,FALSE,FALSE,
Lenovo,Lenovo Thinkpad T540p,Certified,103,2026,LENOVO,"20BE*,20BF*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo Thinkpad T560,Certified,104,2027,LENOVO,"20FH*,20FJ*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T570,Certified,103,2028,LENOVO,"20H9*,20HA*,20JW*,20JX*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T580,Certified,112,2028,LENOVO,"20L9*,20LA*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad T590,Certified,103,2028,LENOVO,"20N4*,20N5*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X1 Carbon 1st Gen,Certified,103,2025,LENOVO,"3443*,3444*,3446*,3448*,3460*,3462*,3463*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X1 Carbon 2nd Gen,Certified,103,2026,LENOVO,"20A7*,20A8*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X1 Carbon 3rd Gen,Certified,103,2027,LENOVO,"20BT*,20BS*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X1 Carbon 4th Gen,Certified,103,2027,LENOVO,"20FC*,20FB*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X1 Carbon 5th Gen,Certified,103,2027,LENOVO,"20HR*,20HQ*,20K3*,20K4*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X1 Carbon 6th Gen,Certified,103,2028,LENOVO,"20KH*,20KG*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X1 Carbon 7th Gen,Certified,103,2028,LENOVO,"20QD*,20QE*,20R1*,20R2*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X1 Carbon 8th Gen,Certified,103,2028,LENOVO,"20U9*,20UA*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X1 Carbon 9th Gen,Certified,103,2030,LENOVO,"20XW*,20XX*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X13 Gen 1 (Intel),Certified,126,2028,LENOVO,"20T2*,20T3*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X140e,Certified,103,2026,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad X220,Decertified,103,2024,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad X230,Certified,103,2025,LENOVO,"2324*,2306*,2320*,2322*,2325*,2330*,2333*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X240,Certified,,2026,LENOVO,"20AL*,20AM*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X250,Certified,103,2027,LENOVO,"20CL*,20CM*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X260,Certified,103,2027,LENOVO,"20F5*,20F6*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X270,Certified,103,2027,LENOVO,"20HM*,20HN*,20K5*,20K6*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X280,Certified,103,2028,LENOVO,"20KE*,20KF*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X380 Yoga,Certified,103,2028,LENOVO,"20LH*,20LJ*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad X390,Certified,126,2028,LENOVO,"20Q0*,20Q1*,20SC*,20SD*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad Yoga 11e G1,Certified,103,2026,LENOVO,"20D9*,20DA*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad Yoga 11e G2,Certified,103,2027,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad Yoga 11e G3,Certified,103,2028,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad Yoga 11e G4,Certified,103,2028,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad Yoga 11e G5,Certified,103,2028,LENOVO,"20LN*,20LM*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo ThinkPad Yoga 11e G6,Certified,103,2028,,,FALSE,FALSE,
Lenovo,Lenovo ThinkPad Yoga L390,Certified,103,2028,LENOVO,"20NT*,20NU*,20NW*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo V14 G2 ITL,Certified,119,2030,LENOVO,82KA*,FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo V15 G3,Certified,127,2030,LENOVO,"82TV*,82TT*,83C4*",FALSE,FALSE,Based on Lenovo provided MTM codes list. Model name slightly differ.
Lenovo,Lenovo V310z AIO,Certified,103,2028,LENOVO,"10QG*,10QH*",FALSE,FALSE,Based on Lenovo provided MTM codes list.
Lenovo,Lenovo V330 AIO,Certified,114,2028,,,FALSE,FALSE,
Lenovo,Lenovo V330-20ICB AIO,Certified,103,2028,,,FALSE,FALSE,
Lenovo,Lenovo V520,Certified,114,2028,,,FALSE,FALSE,
Lenovo,Lenovo V530,Certified,114,2028,,,FALSE,FALSE,
LG,LG 14ZT980 Mobile Thin Client,Certified,103,2028,,,FALSE,FALSE,
LG,LG 24CN650N,Certified,113,2028,,,FALSE,FALSE,
LG,LG 24CN670NK6N,Certified,108,2028,,,FALSE,FALSE,
LG,LG 27KC3PJ,Certified,105,2029,,,FALSE,FALSE,
LG,LG 34CN650N,Certified,113,2028,,,FALSE,FALSE,
LG,LG 55CT5WJ,Certified,106,2029,,,FALSE,FALSE,
LG,LG CL600N-6N,Certified,111,2028,,,FALSE,FALSE,
LG,LG CQ600I-6N Thin Client,Certified,130,2029,,,FALSE,FALSE,
LG,LG CQ601W,Certified,122,2029,,,FALSE,FALSE,
LG,LG Gram 15Z90Q,Certified,133,2030,,,FALSE,FALSE,
LG,LG Gram 15Z995,Certified,103,2028,,,FALSE,FALSE,
LG,LG Gram 15ZT90P,Certified,113,2030,,,FALSE,FALSE,
LG,LG Gram 16UT70Q,Certified,114,2030,,,FALSE,FALSE,
LG,LG OPS-C001,Certified,113,2030,,,FALSE,FALSE,
Mdina,Mdina Media M-2,Certified,129,2030,,,FALSE,FALSE,
meldCX,meldCX mCore+ Edge,Certified,120,2029,,,FALSE,FALSE,
Microsoft,Microsoft Surface Laptop SE,Certified,103,2028,,,FALSE,FALSE,
Microsoft,Microsoft Surface Pro 3,Certified,108,2026,,,FALSE,FALSE,
MicroTouch,MicroTouch M1-xxxIC series,Certified,133,2030,,,FALSE,FALSE,
Minisforum,Minisforum N36 Mini PC,Certified,103,2027,,,FALSE,FALSE,
Minisforum,Minisforum S41,Certified,103,2028,,,FALSE,FALSE,
Naver,Naver Whalebook,Certified,103,2028,,,FALSE,FALSE,
Panasonic,Panasonic Toughbook FZ55,Certified,103,2028,,,FALSE,FALSE,
Panasonic,Panasonic Toughpad FZ-G1,Certified,130,2027,,,FALSE,FALSE,
PAR Wave,PAR Wave,Certified,125,2029,,,FALSE,FALSE,
Posiflex,Posiflex RT-2016-G2,Certified,131,2029,,,FALSE,FALSE,
Positivo,Positivo 17SF,Certified,120,2028,,,FALSE,FALSE,
ProDVX,ProDVX IPPC-10SLB (R24-6702),Certified,134,2030,,,FALSE,FALSE,
Pyramid,Pyramid Flex 21.5,Certified,133,2028,,,FALSE,FALSE,
Samsung,Samsung KM24C-3,Certified,116,2030,,,FALSE,FALSE,
Satsuki,Satsuki JWIPC H085,Certified,123,2029,,,FALSE,FALSE,
Satsuki,Satsuki Mirai Touch MP-OPS-FW,Certified,106,2028,,,FALSE,FALSE,
Satsuki,Satsuki MP-OPS-GX,Certified,118,2030,,,FALSE,FALSE,
Satsuki,Satsuki MP-ULS-PC,Certified,123,2032,,,FALSE,FALSE,
Seneca,Seneca Element MP USFS-05,Certified,108,2029,,,FALSE,FALSE,
Seneca,Seneca Element MP-EL,Certified,114,2030,,,FALSE,FALSE,
Seneca,Seneca HDS USFS-01,Certified,117,2029,,,FALSE,FALSE,
Sharp,Sharp NEC SDM-VI3W-IS,Certified,106,2028,,,FALSE,FALSE,
Shuttle,Shuttle DH610,Certified,120,2030,,,FALSE,FALSE,
Shuttle,Shuttle DH670,Certified,120,2030,,,FALSE,FALSE,
Supermicro,Supermicro SYS-E100-13AD,Certified,130,2030,,,FALSE,FALSE,
Techno Horizon,Techno Horizon ELMO Chrome-OPS S084,Certified,112,2030,,,FALSE,FALSE,
Techno Horizon,Techno Horizon ELMO Chrome-OPS S104C,Certified,124,2030,,,FALSE,FALSE,
Toshiba,Toshiba Portege Z30-C,Certified,103,2027,,,FALSE,FALSE,
Toshiba,Toshiba Satellite C55-B,Certified,103,2026,,,FALSE,FALSE,
Toshiba,Toshiba Satellite Pro A30-D,Certified,103,2028,,,FALSE,FALSE,
Toshiba,Toshiba Satellite Pro A40-D,Certified,103,2028,,,FALSE,FALSE,
Toshiba,Toshiba Satellite Pro R50-B,Certified,103,2026,,,FALSE,FALSE,
Toshiba,Toshiba Satellite Pro R50-C,Certified,103,2027,,,FALSE,FALSE,
Toshiba,Toshiba TCx 900,Certified,121,2030,,,FALSE,FALSE,
Toshiba,Toshiba Tecra A40-C,Certified,103,2027,,,FALSE,FALSE,
Toshiba,Toshiba Tecra A50-C,Certified,134,2027,,,FALSE,FALSE,
Toshiba,Toshiba Tecra C40-C,Certified,103,2027,,,FALSE,FALSE,
VAIO,VAIO VJPJ21,Certified,129,2030,,,FALSE,FALSE,
VAIO,VAIO VJPK21,Certified,129,2030,,,FALSE,FALSE,
Vexia,Vexia S104P,Certified,125,2030,,,FALSE,FALSE,
Zotac,Zotac MA761,Certified,103,2026,,,FALSE,FALSE,
Zotac,Zotac ZBOX AQ01 PLUS,Certified,103,2026,,,FALSE,FALSE,
Zotac,Zotac ZBOX CI320 nano,Certified,103,2026,,,FALSE,FALSE,
Zotac,Zotac ZBOX CI327,Certified,103,2028,,,FALSE,FALSE,
Zotac,Zotac ZBOX CI329 nano,Certified,103,2028,,,FALSE,FALSE,
Zotac,Zotac ZBOX MA760,Certified,103,2027,,,FALSE,FALSE,
Zotac,Zotac ZBOX PI335 Pico,Minor issues expected,,2028,,,FALSE,FALSE,
Zotac,Zotac ZBOX PRO CI342GL,Certified,104,2029,,,FALSE,FALSE,
Zotac,Zotac ZBOX PRO PI336GL Series (SparkLan),Certified,104,2029,,,FALSE,FALSE,
Zotac,Zotac ZBOX PRO PI339 Pico,Certified,129,2030,,,FALSE,FALSE,
Zotac,Zotac ZBOX-CI331-AUS,Certified,114,2029,,,FALSE,FALSE,
Zotac,Zotac ZP-CI332-AUS,Certified,108,2029,,,FALSE,FALSE,
Zotac,Zotac ZP-CI342-AUS,Certified,107,2029,,,FALSE,FALSE,